"Date","Price","Open","High","Low","Vol.","Change %"
"10/08/2021","112,962","111,345","114,485","111,245","20.35M","2.13%"
"10/07/2021","110,607","111,765","111,765","110,475","20.97M","0.08%"
"10/06/2021","110,514","109,290","110,790","108,120","24.49M","0.09%"
"10/05/2021","110,419","111,070","111,815","110,060","21.89M","0.05%"
"10/04/2021","110,360","112,300","112,420","109,900","21.20M","-2.19%"
"10/01/2021","112,832","111,050","113,150","110,930","19.51M","1.86%"
"09/30/2021","110,773","111,650","112,515","110,460","22.56M","-0.42%"
"09/29/2021","111,240","110,700","112,195","110,490","21.56M","0.89%"
"09/28/2021","110,256","112,555","113,360","109,980","22.43M","-3.00%"
"09/27/2021","113,665","114,080","115,115","112,355","20.37M","0.13%"
"09/24/2021","113,520","113,265","113,820","112,655","17.46M","-0.61%"
"09/23/2021","114,221","112,895","114,640","112,670","17.79M","1.59%"
"09/22/2021","112,435","111,500","113,605","111,500","19.81M","1.83%"
"09/21/2021","110,419","110,600","111,190","109,175","22.98M","1.22%"
"09/20/2021","109,090","109,205","110,165","107,800","22.26M","-2.33%"
"09/17/2021","111,697","113,780","114,145","111,205","18.79M","-2.17%"
"09/16/2021","114,173","114,845","115,130","113,705","18.01M","-1.17%"
"09/15/2021","115,528","116,650","116,980","115,105","17.53M","-0.84%"
"09/14/2021","116,505","116,300","117,735","115,980","19.76M","-0.31%"
"09/13/2021","116,871","115,600","117,585","115,515","20.53M","1.93%"
"09/10/2021","114,660","117,250","118,195","114,400","20.73M","-1.06%"
"09/09/2021","115,891","114,570","117,245","112,815","25.61M","1.88%"
"09/08/2021","113,749","117,150","117,980","113,570","23.86M","-3.88%"
"09/06/2021","118,336","117,200","118,585","116,530","14.01M","0.97%"
"09/03/2021","117,198","117,665","118,350","116,085","19.87M","0.07%"
"09/02/2021","117,112","119,595","119,735","116,920","22.36M","-2.28%"
"09/01/2021","119,840","119,400","120,615","118,625","20.34M","0.70%"
"08/31/2021","119,011","120,190","120,795","118,415","21.57M","-1.06%"
"08/30/2021","120,280","121,120","121,200","119,900","17.30M","-0.88%"
"08/27/2021","121,345","119,985","121,400","119,660","16.20M","1.76%"
"08/26/2021","119,243","121,050","121,560","119,030","20.81M","-1.82%"
"08/25/2021","121,453","121,145","121,590","119,845","18.97M","0.53%"
"08/24/2021","120,815","118,910","121,275","118,880","18.75M","2.29%"
"08/23/2021","118,116","119,300","119,595","117,745","20.19M","-0.54%"
"08/20/2021","118,758","117,280","119,160","116,425","19.63M","0.68%"
"08/19/2021","117,958","115,200","118,415","114,825","24.93M","0.01%"
"08/18/2021","117,945","117,740","118,685","116,460","2.68M","0.23%"
"08/17/2021","117,676","119,315","119,340","116,220","26.21M","-1.26%"
"08/16/2021","119,182","120,550","120,760","118,700","20.54M","-1.66%"
"08/13/2021","121,199","120,890","121,335","119,940","19.33M","0.51%"
"08/12/2021","120,580","122,390","122,455","120,370","19.09M","-1.25%"
"08/11/2021","122,107","122,725","122,900","120,855","20.08M","-0.21%"
"08/10/2021","122,359","123,285","123,660","122,150","19.30M","-0.53%"
"08/09/2021","123,016","122,500","123,790","122,160","18.34M","0.10%"
"08/06/2021","122,898","121,520","123,470","121,100","17.01M","0.95%"
"08/05/2021","121,738","123,250","123,800","120,835","20.28M","-0.16%"
"08/04/2021","121,928","123,230","123,820","121,135","21.54M","-1.40%"
"08/03/2021","123,656","123,220","124,020","120,955","22.02M","0.89%"
"08/02/2021","122,571","123,695","124,805","121,985","21.17M","0.53%"
"07/30/2021","121,923","124,840","125,245","121,800","20.66M","-3.12%"
"07/29/2021","125,849","126,415","127,145","125,140","19.29M","-0.59%"
"07/28/2021","126,596","125,260","127,060","125,240","19.31M","1.39%"
"07/27/2021","124,861","125,865","125,955","123,945","18.25M","-1.10%"
"07/26/2021","126,253","125,110","126,580","125,015","15.31M","0.73%"
"07/23/2021","125,337","126,900","126,945","124,685","16.03M","-1.02%"
"07/22/2021","126,635","126,450","126,820","125,690","17.26M","0.24%"
"07/21/2021","126,331","125,750","126,510","125,530","18.45M","0.46%"
"07/20/2021","125,749","125,680","126,060","123,905","21.96M","0.80%"
"07/19/2021","124,754","124,750","125,190","123,660","22.22M","-1.30%"
"07/16/2021","126,396","128,145","128,530","126,180","18.38M","-1.24%"
"07/15/2021","127,988","128,570","129,485","127,305","21.13M","-0.75%"
"07/14/2021","128,950","128,930","130,140","128,530","21.68M","0.25%"
"07/13/2021","128,634","128,175","128,990","126,820","20.67M","0.41%"
"07/12/2021","128,112","126,550","128,500","126,160","17.30M","1.92%"
"07/09/2021","125,700","125,700","125,700","125,700","","-0.07%"
"07/08/2021","125,782","125,680","126,440","124,725","20.68M","-1.40%"
"07/07/2021","127,565","125,980","127,745","125,670","19.49M","1.63%"
"07/06/2021","125,525","127,525","127,625","125,300","19.93M","-1.51%"
"07/05/2021","127,449","128,000","128,235","127,015","14.13M","-0.62%"
"07/02/2021","128,247","126,300","128,430","126,080","17.27M","1.56%"
"07/01/2021","126,283","127,435","127,735","125,485","21.62M","-0.76%"
"06/30/2021","127,254","127,400","127,835","126,750","19.71M","-0.50%"
"06/29/2021","127,894","127,900","128,100","126,765","18.78M","-0.16%"
"06/28/2021","128,096","128,045","128,765","126,945","18.77M","0.18%"
"06/25/2021","127,861","130,285","130,450","127,235","19.16M","-1.80%"
"06/24/2021","130,211","129,685","130,325","129,500","16.51M","0.83%"
"06/23/2021","129,144","129,760","130,645","128,835","17.18M","-0.27%"
"06/22/2021","129,497","129,915","129,930","128,480","18.76M","-0.34%"
"06/21/2021","129,937","128,995","130,230","128,755","16.04M","0.78%"
"06/18/2021","128,927","129,350","129,580","128,250","20.19M","0.11%"
"06/17/2021","128,790","129,850","130,745","128,325","20.86M","-0.56%"
"06/16/2021","129,516","129,890","130,240","129,010","2.15M","-0.43%"
"06/15/2021","130,076","130,380","130,385","129,235","19.98M","-0.11%"
"06/14/2021","130,220","129,760","131,150","129,650","16.99M","0.66%"
"06/11/2021","129,370","130,385","130,425","128,640","14.87M","-0.60%"
"06/10/2021","130,148","129,800","130,660","129,500","20.86M","0.13%"
"06/09/2021","129,973","130,040","130,960","129,365","20.71M","0.12%"
"06/08/2021","129,811","130,605","130,895","129,320","19.71M","-0.77%"
"06/07/2021","130,814","130,175","131,360","129,560","18.05M","0.51%"
"06/04/2021","130,152","129,105","130,280","129,105","15.92M","0.47%"
"06/02/2021","129,541","128,260","129,675","128,050","15.90M","0.86%"
"06/01/2021","128,434","126,600","128,560","126,345","15.21M","1.73%"
"05/31/2021","126,255","125,515","126,340","125,390","11.35M","0.46%"
"05/28/2021","125,674","124,840","125,880","124,350","13.55M","0.96%"
"05/27/2021","124,476","123,890","124,740","123,625","15.74M","0.23%"
"05/26/2021","124,196","123,520","124,510","123,505","13.90M","0.81%"
"05/25/2021","123,202","124,065","124,930","122,890","15.98M","-0.84%"
"05/24/2021","124,243","122,950","124,425","122,700","13.71M","1.18%"
"05/21/2021","122,798","123,195","123,245","121,910","12.05M","-0.04%"
"05/20/2021","122,845","122,990","123,220","122,300","14.85M","-0.06%"
"05/19/2021","122,919","121,955","123,495","121,690","17.92M","-0.13%"
"05/18/2021","123,082","123,550","123,840","122,710","17.59M","-0.11%"
"05/17/2021","123,212","121,435","123,370","121,335","13.63M","0.90%"
"05/14/2021","122,119","121,515","122,475","121,185","16.60M","1.02%"
"05/13/2021","120,883","120,110","121,725","119,830","17.85M","0.86%"
"05/12/2021","119,858","122,755","122,895","119,650","18.46M","-2.66%"
"05/11/2021","123,132","121,290","123,250","120,465","17.81M","0.79%"
"05/10/2021","122,170","122,295","123,045","122,045","14.77M","-0.17%"
"05/07/2021","122,378","120,630","122,705","120,380","13.60M","1.83%"
"05/06/2021","120,176","120,025","120,420","119,320","16.74M","0.16%"
"05/05/2021","119,979","118,700","120,205","118,470","15.22M","1.71%"
"05/04/2021","117,966","119,260","119,700","117,915","17.53M","-1.29%"
"05/03/2021","119,508","119,800","120,335","118,815","16.15M","0.16%"
"04/30/2021","119,317","120,035","120,540","118,905","18.20M","-0.82%"
"04/29/2021","120,307","121,705","122,050","120,080","16.65M","-0.91%"
"04/28/2021","121,416","119,610","121,990","119,525","14.36M","1.36%"
"04/27/2021","119,788","121,300","121,540","119,160","16.37M","-1.07%"
"04/26/2021","121,078","121,460","121,750","120,145","14.32M","0.13%"
"04/23/2021","120,924","120,700","121,310","120,300","14.20M","0.92%"
"04/22/2021","119,824","120,775","121,460","119,615","18.18M","-0.51%"
"04/20/2021","120,442","120,900","121,765","120,255","16.34M","-0.75%"
"04/19/2021","121,357","121,500","122,475","121,050","16.31M","-0.15%"
"04/16/2021","121,537","121,200","121,860","120,620","15.93M","0.39%"
"04/15/2021","121,068","121,000","121,880","120,540","17.00M","0.49%"
"04/14/2021","120,474","119,025","120,945","119,025","1.60M","1.06%"
"04/13/2021","119,209","118,155","119,565","117,880","15.45M","0.31%"
"04/12/2021","118,842","117,475","118,950","117,430","14.35M","1.01%"
"04/09/2021","117,654","118,040","118,695","117,205","15.61M","-0.56%"
"04/08/2021","118,322","118,245","119,020","117,410","15.86M","0.64%"
"04/07/2021","117,565","117,620","118,500","116,680","17.60M","0.01%"
"04/06/2021","117,550","117,290","118,260","117,100","17.81M","-0.06%"
"04/05/2021","117,624","115,590","117,830","115,580","17.12M","2.20%"
"04/01/2021","115,091","117,135","117,515","114,680","17.04M","-1.25%"
"03/31/2021","116,549","116,875","117,350","115,915","16.54M","-0.35%"
"03/30/2021","116,958","115,400","117,190","114,665","17.61M","1.39%"
"03/29/2021","115,351","114,300","115,795","113,770","18.49M","0.46%"
"03/26/2021","114,825","113,735","115,530","113,155","16.66M","0.94%"
"03/25/2021","113,759","111,820","114,125","110,840","18.51M","1.65%"
"03/24/2021","111,914","113,585","114,950","111,635","17.35M","-1.28%"
"03/23/2021","113,366","114,430","115,730","113,025","18.15M","-1.42%"
"03/22/2021","115,002","116,150","116,175","113,630","15.96M","-0.97%"
"03/19/2021","116,123","115,210","116,600","114,715","15.22M","1.05%"
"03/18/2021","114,919","116,345","117,510","114,385","18.19M","-1.45%"
"03/17/2021","116,604","113,645","116,940","113,135","15.56M","2.26%"
"03/16/2021","114,032","115,205","115,260","113,390","14.19M","-0.89%"
"03/15/2021","115,055","114,485","115,245","113,520","14.53M","0.74%"
"03/12/2021","114,205","113,970","114,540","113,300","14.57M","-0.71%"
"03/11/2021","115,026","114,065","115,265","113,330","16.80M","1.94%"
"03/10/2021","112,837","111,550","113,250","109,945","20.90M","1.41%"
"03/09/2021","111,268","110,500","112,915","109,405","21.79M","0.55%"
"03/08/2021","110,663","114,150","114,695","108,975","25.70M","-4.00%"
"03/05/2021","115,277","113,665","115,635","112,415","19.94M","2.33%"
"03/04/2021","112,651","111,600","114,700","111,000","23.95M","1.19%"
"03/03/2021","111,329","112,650","112,775","107,550","25.81M","-0.23%"
"03/02/2021","111,586","110,000","112,630","107,330","24.32M","1.20%"
"03/01/2021","110,262","111,350","112,670","110,060","21.41M","0.11%"
"02/26/2021","110,136","112,245","113,660","109,765","22.69M","-1.90%"
"02/25/2021","112,264","116,000","116,720","111,815","22.30M","-3.06%"
"02/24/2021","115,805","115,515","116,360","114,745","17.69M","0.40%"
"02/23/2021","115,339","113,000","115,750","112,950","20.48M","2.33%"
"02/22/2021","112,709","112,970","114,600","111,740","18.03M","-4.98%"
"02/19/2021","118,613","118,450","119,420","117,970","16.71M","-0.56%"
"02/18/2021","119,285","120,600","121,050","118,625","18.14M","-0.92%"
"02/17/2021","120,395","119,640","120,535","118,715","1.02M","0.85%"
"02/12/2021","119,380","119,010","119,770","118,025","16.08M","0.13%"
"02/11/2021","119,223","118,645","120,325","118,400","18.50M","0.75%"
"02/10/2021","118,340","119,750","119,915","117,830","19.25M","-0.86%"
"02/09/2021","119,369","119,600","119,980","118,175","18.97M","-0.31%"
"02/08/2021","119,743","120,520","120,885","119,040","18.67M","-0.38%"
"02/05/2021","120,200","119,675","121,195","119,365","16.72M","0.82%"
"02/04/2021","119,218","120,110","120,685","118,825","17.48M","-0.44%"
"02/03/2021","119,748","118,935","120,380","118,550","18.64M","1.22%"
"02/02/2021","118,307","118,485","119,915","117,710","20.37M","0.79%"
"02/01/2021","117,385","116,350","117,990","115,660","18.98M","2.02%"
"01/29/2021","115,056","118,600","118,680","114,880","21.00M","-3.31%"
"01/28/2021","118,994","115,675","119,450","115,465","19.01M","2.73%"
"01/27/2021","115,831","115,745","117,870","114,820","20.77M","-0.36%"
"01/26/2021","116,250","116,790","119,195","116,050","18.23M","-1.02%"
"01/22/2021","117,450","116,850","117,945","116,065","15.76M","-0.82%"
"01/21/2021","118,416","120,200","120,320","117,745","16.16M","-1.08%"
"01/20/2021","119,707","120,580","121,520","118,670","15.87M","-0.76%"
"01/19/2021","120,626","122,195","122,440","119,255","18.64M","-0.53%"
"01/18/2021","121,263","120,730","122,780","119,960","13.46M","0.76%"
"01/15/2021","120,353","122,705","122,745","120,170","15.87M","-2.54%"
"01/14/2021","123,488","122,805","124,045","122,335","15.30M","1.25%"
"01/13/2021","121,959","123,945","124,395","121,020","17.20M","-1.91%"
"01/12/2021","124,336","123,800","124,720","123,230","15.48M","0.99%"
"01/11/2021","123,120","124,500","124,915","122,460","17.32M","-1.60%"
"01/08/2021","125,127","123,150","125,470","122,365","17.07M","1.99%"
"01/07/2021","122,684","119,560","122,870","119,230","14.00M","2.94%"
"01/06/2021","119,180","119,220","121,075","118,895","16.81M","-0.18%"
"01/05/2021","119,393","118,990","119,965","116,765","15.26M","0.45%"
"01/04/2021","118,859","120,270","120,585","118,135","13.74M","-0.31%"
"12/30/2020","119,230","119,870","120,380","119,050","10.16M","-0.33%"
"12/29/2020","119,625","119,800","120,045","118,870","11.27M","0.28%"
"12/28/2020","119,292","118,500","119,420","118,330","9.46M","1.21%"
"12/23/2020","117,870","117,305","118,560","117,055","11.01M","0.93%"
"12/22/2020","116,786","116,300","117,135","115,750","13.59M","0.71%"
"12/21/2020","115,961","115,815","117,290","115,085","16.06M","-1.92%"
"12/18/2020","118,231","118,115","119,645","117,730","14.10M","-0.30%"
"12/17/2020","118,586","118,075","119,290","117,890","12.76M","0.86%"
"12/16/2020","117,577","116,465","117,640","115,320","1.40M","1.24%"
"12/15/2020","116,135","114,900","116,390","114,830","11.96M","1.37%"
"12/14/2020","114,569","115,665","115,950","114,320","14.43M","-0.47%"
"12/11/2020","115,115","114,350","115,550","113,915","13.52M","0.03%"
"12/10/2020","115,078","113,200","115,280","112,625","13.81M","1.85%"
"12/09/2020","112,983","114,040","114,190","112,455","15.76M","-0.68%"
"12/08/2020","113,754","113,120","114,385","112,750","14.26M","0.19%"
"12/07/2020","113,543","113,090","114,575","112,505","13.83M","-0.17%"
"12/04/2020","113,737","112,975","113,940","112,875","12.36M","1.40%"
"12/03/2020","112,164","111,805","113,440","111,750","14.55M","0.26%"
"12/02/2020","111,872","111,350","112,355","110,625","14.90M","0.33%"
"12/01/2020","111,499","110,690","111,965","110,325","13.42M","2.11%"
"11/30/2020","109,193","110,075","111,065","108,830","12.81M","-1.22%"
"11/27/2020","110,547","110,485","111,680","110,325","9.96M","0.21%"
"11/26/2020","110,316","109,915","110,385","109,405","7.94M","0.10%"
"11/25/2020","110,204","109,550","110,715","109,300","13.81M","0.23%"
"11/24/2020","109,955","108,115","110,055","107,575","12.63M","2.37%"
"11/23/2020","107,409","106,935","107,610","106,630","13.53M","1.32%"
"11/20/2020","106,013","106,845","107,115","105,705","12.58M","-0.80%"
"11/19/2020","106,869","105,850","107,140","105,580","14.43M","0.63%"
"11/18/2020","106,198","107,885","107,920","106,065","15.68M","-1.16%"
"11/17/2020","107,441","106,250","107,935","105,915","14.29M","0.82%"
"11/16/2020","106,566","106,250","106,780","105,275","14.49M","1.79%"
"11/13/2020","104,694","103,355","104,880","103,075","13.88M","2.11%"
"11/12/2020","102,534","104,855","105,250","102,145","14.90M","-2.16%"
"11/11/2020","104,797","105,410","105,565","104,245","15.81M","-0.27%"
"11/10/2020","105,079","103,500","105,940","103,390","17.22M","1.51%"
"11/09/2020","103,517","104,115","105,355","103,285","16.49M","2.38%"
"11/06/2020","101,110","100,395","101,275","99,990","14.07M","0.28%"
"11/05/2020","100,828","99,285","101,120","99,150","15.98M","2.95%"
"11/04/2020","97,935","96,155","98,470","96,155","16.28M","1.93%"
"11/03/2020","96,083","96,090","96,535","95,135","16.02M","2.17%"
"10/30/2020","94,042","95,505","96,340","93,630","17.83M","-2.66%"
"10/29/2020","96,608","95,235","96,895","93,555","17.78M","1.30%"
"10/28/2020","95,369","98,300","98,375","95,135","16.46M","-4.29%"
"10/27/2020","99,647","101,890","101,940","98,770","12.47M","-1.56%"
"10/26/2020","101,231","100,845","101,970","99,940","13.57M","-0.14%"
"10/23/2020","101,368","102,420","102,480","101,275","12.07M","-0.66%"
"10/22/2020","102,044","100,660","102,445","100,565","13.17M","1.37%"
"10/21/2020","100,662","100,500","101,875","100,280","13.98M","0.00%"
"10/20/2020","100,662","99,200","100,970","99,120","12.89M","1.86%"
"10/19/2020","98,825","99,150","100,170","98,570","12.87M","0.37%"
"10/16/2020","98,457","99,340","99,435","98,280","12.87M","-0.76%"
"10/15/2020","99,209","98,175","99,730","97,910","12.42M","-0.14%"
"10/14/2020","99,348","98,050","99,590","97,860","1.43M","0.81%"
"10/13/2020","98,552","98,180","99,050","97,210","14.62M","1.27%"
"10/09/2020","97,315","97,905","98,700","97,095","12.40M","-0.52%"
"10/08/2020","97,820","96,175","98,070","95,535","12.56M","2.48%"
"10/07/2020","95,456","96,240","96,435","94,760","14.55M","-0.10%"
"10/06/2020","95,548","96,725","97,480","95,125","15.65M","-0.60%"
"10/05/2020","96,120","94,155","96,465","93,660","13.16M","2.52%"
"10/02/2020","93,753","94,500","96,040","93,120","13.46M","-1.75%"
"10/01/2020","95,423","95,370","95,590","93,535","14.10M","0.88%"
"09/30/2020","94,587","93,400","95,390","93,140","14.27M","1.18%"
"09/29/2020","93,482","94,615","95,520","93,220","15.22M","-1.23%"
"09/28/2020","94,650","98,300","98,450","94,310","14.50M","-2.51%"
"09/25/2020","97,087","96,505","97,175","95,550","12.00M","0.08%"
"09/24/2020","97,012","95,400","98,080","95,300","13.34M","1.44%"
"09/23/2020","95,634","97,500","97,520","95,505","13.51M","-1.71%"
"09/22/2020","97,302","96,940","97,775","96,405","12.86M","0.21%"
"09/21/2020","97,102","96,720","97,370","95,820","12.98M","-1.13%"
"09/18/2020","98,215","100,100","100,155","97,960","13.07M","-1.97%"
"09/17/2020","100,192","98,850","100,390","98,565","12.09M","0.45%"
"09/16/2020","99,748","100,825","100,880","99,660","13.27M","-0.50%"
"09/15/2020","100,252","100,940","101,150","99,700","12.77M","-0.09%"
"09/14/2020","100,347","99,250","100,660","99,005","12.23M","2.08%"
"09/11/2020","98,302","99,250","99,560","97,790","14.33M","-0.46%"
"09/10/2020","98,755","100,990","101,690","98,310","14.24M","-2.68%"
"09/09/2020","101,471","100,780","101,840","100,560","12.22M","1.42%"
"09/08/2020","100,047","99,910","100,890","99,410","13.96M","-1.41%"
"09/04/2020","101,474","100,920","102,005","99,030","14.24M","0.60%"
"09/03/2020","100,866","102,095","103,445","99,830","15.23M","-1.22%"
"09/02/2020","102,108","102,600","103,090","100,940","11.87M","-0.23%"
"09/01/2020","102,341","100,450","102,475","100,290","10.88M","2.54%"
"08/31/2020","99,807","102,435","102,450","99,520","11.45M","-2.42%"
"08/28/2020","102,282","101,535","102,585","100,990","9.78M","1.59%"
"08/27/2020","100,678","100,665","101,825","99,925","12.49M","0.03%"
"08/26/2020","100,651","101,995","102,710","99,450","11.59M","-1.52%"
"08/25/2020","102,206","102,835","103,090","101,730","10.54M","-0.23%"
"08/24/2020","102,443","102,610","102,950","101,770","10.45M","0.79%"
"08/21/2020","101,637","100,895","101,815","100,490","11.46M","-0.02%"
"08/20/2020","101,655","99,030","102,035","98,890","12.47M","0.83%"
"08/19/2020","100,820","101,665","102,725","100,655","12.25M","-1.38%"
"08/18/2020","102,227","101,175","102,520","100,960","11.54M","2.50%"
"08/17/2020","99,733","101,095","101,925","98,665","13.12M","-1.76%"
"08/14/2020","101,516","100,395","101,990","99,775","11.84M","0.98%"
"08/13/2020","100,528","102,600","103,525","100,265","14.34M","-0.84%"
"08/12/2020","101,380","102,660","103,070","100,750","1.47M","-0.71%"
"08/11/2020","102,102","104,325","104,670","101,850","14.05M","-1.28%"
"08/10/2020","103,429","103,200","103,970","101,235","12.97M","0.59%"
"08/07/2020","102,818","103,155","104,285","101,900","12.65M","-1.28%"
"08/06/2020","104,146","102,380","104,660","102,085","13.53M","1.13%"
"08/05/2020","102,979","102,580","103,865","101,925","12.89M","1.51%"
"08/04/2020","101,452","102,450","102,890","99,950","14.37M","-1.64%"
"08/03/2020","103,144","103,995","104,100","102,320","12.67M","-0.02%"
"07/31/2020","103,161","105,420","105,795","102,620","13.12M","-2.00%"
"07/30/2020","105,262","104,820","105,880","103,930","12.08M","-0.21%"
"07/29/2020","105,487","104,440","105,790","104,310","9.81M","1.47%"
"07/28/2020","103,957","103,800","104,805","103,500","12.04M","-0.52%"
"07/27/2020","104,502","103,130","104,695","102,575","11.85M","2.07%"
"07/24/2020","102,386","102,100","102,835","100,910","14.31M","0.08%"
"07/23/2020","102,304","105,185","105,305","102,120","13.84M","-1.96%"
"07/22/2020","104,346","104,030","105,140","103,305","13.67M","-0.04%"
"07/21/2020","104,390","105,125","105,520","103,810","12.65M","-0.10%"
"07/20/2020","104,498","102,880","104,550","102,755","10.09M","1.33%"
"07/17/2020","103,124","101,255","103,300","101,140","10.01M","2.39%"
"07/16/2020","100,712","101,360","101,630","100,230","11.22M","-1.21%"
"07/15/2020","101,946","101,805","102,295","100,810","12.98M","1.46%"
"07/14/2020","100,475","99,195","100,685","98,360","14.31M","1.77%"
"07/13/2020","98,726","100,750","101,040","98,300","11.32M","-1.40%"
"07/10/2020","100,128","98,900","100,250","98,575","10.67M","0.92%"
"07/09/2020","99,212","99,900","100,385","98,925","11.97M","-0.82%"
"07/08/2020","100,031","98,350","100,175","98,210","11.52M","2.23%"
"07/07/2020","97,848","98,530","99,110","97,370","11.97M","-1.31%"
"07/06/2020","99,147","98,605","99,490","98,300","10.35M","2.35%"
"07/03/2020","96,868","96,630","96,990","96,010","6.83M","0.61%"
"07/02/2020","96,285","97,515","98,180","96,120","11.42M","-0.12%"
"07/01/2020","96,397","94,420","97,110","94,390","11.69M","1.11%"